Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
chr18	10325177	10562940	+	Greb1l	10458225
chrX	8748432	8754587	+	Ssx9	8748432
chr6	134639510	134711187	+	Borcs5	134639510
chr6	134639510	134711187	+	Borcs5	134640940
chr7	104550133	104554422	+	Olfr651	104550133
chr7	104550133	104554422	+	Olfr651	104552884
chr10	35708675	35711892	-	Amd2	35711892
chr4	94567514	94603244	-	Plaa	94603244
chr4	94567514	94603244	-	Plaa	94583498
chr8	79965851	80058006	-	Hhip	80058006
chr3	92352143	92353449	+	Sprr2e	92352143
chr11	120789201	120796403	-	Dus1l	120796403
chr11	120789201	120796403	-	Dus1l	120796395
chr11	120789201	120796403	-	Dus1l	120796398
chr11	120789201	120796403	-	Dus1l	120796377
chr11	120789201	120796403	-	Dus1l	120796393
chr2	80411970	80447625	-	Frzb	80447625
chr7	3908280	3915503	-	Lilra6	3915501
chr7	3908280	3915503	-	Lilra6	3915485
chr7	3908280	3915503	-	Lilra6	3915503
chr6	41030268	41035509	-	2210010C04Rik	41035509
chrX	8803691	8809386	+	Ssxb5	8803691
chr13	34909960	34924310	-	Fam217a	34919995
chr13	34909960	34924310	-	Fam217a	34916989
chr13	34909960	34924310	-	Fam217a	34924310
chr16	77013706	77116780	+	Usp25	77013706
chr15	32244810	32696341	+	Sema5a	32244813
chr7	16671331	16675705	-	Ceacam15	16675705
chr3	92365187	92366442	+	Sprr2f	92365187
chr11	3983636	3999326	+	Gal3st1	3983636
chr11	3983636	3999326	+	Gal3st1	3983713
chr11	3983636	3999326	+	Gal3st1	3989933
chr2	90940382	91019497	+	Celf1	90940397
chr2	90940382	91019497	+	Celf1	90940543
chr2	90940382	91019497	+	Celf1	90987620
chr2	90940382	91019497	+	Celf1	90998579
chr2	90940382	91019497	+	Celf1	90987746
chr3	92373915	92375229	+	Sprr2g	92373915
chrX	8843994	8849607	+	Gm6592	8843994
chr2	32308471	32353338	-	Dnm1	32353263
chr2	32308471	32353338	-	Dnm1	32353284
chr2	32308471	32353338	-	Dnm1	32353290
chr2	32308471	32353338	-	Dnm1	32353302
chr2	32308471	32353338	-	Dnm1	32353338
chr2	32308471	32353338	-	Dnm1	32353234
chr2	32308471	32353338	-	Dnm1	32353270
chr2	32308471	32353338	-	Dnm1	32312923
chr2	32308471	32353338	-	Dnm1	32312893
chr2	87753056	87753991	-	Olfr1141	87753991
chr17	24888486	24895087	-	Eme2	24895055
chr17	24888486	24895087	-	Eme2	24895087
chr2	87779483	87784572	+	Olfr152	87779483
chr2	87779483	87784572	+	Olfr152	87780551
chr2	87779483	87784572	+	Olfr152	87782536
chr4	41390745	41464887	-	Kif24	41464840
chr4	41390745	41464887	-	Kif24	41464848
chr4	41390745	41464887	-	Kif24	41464846
chr19	12633308	12653911	+	Glyat	12633308
chr19	12633308	12653911	+	Glyat	12633533
chr5	121204481	121209241	+	Rpl6	121204481
chr7	42011284	42059023	-	Vmn2r59	42059023
chr14	46383520	46390669	-	Bmp4	46390669
chr14	46383520	46390669	-	Bmp4	46390550
chr7	118688545	118705778	-	Gde1	118705778
chr7	118688545	118705778	-	Gde1	118705380
chr7	118688545	118705778	-	Gde1	118705760
chr13	17981330	17993349	-	Yae1d1	17993349
chr13	17981330	17993349	-	Yae1d1	17993103
chr11	106008124	106034549	+	Kcnh6	106008124
chr11	106008124	106034549	+	Kcnh6	106008173
chr2	37101706	37117910	-	Olfr362	37117783
chr2	37101706	37117910	-	Olfr362	37117910
chr2	37101706	37117910	-	Olfr362	37105648
chr2	26382802	26389316	-	Entr1	26389291
chr2	26382802	26389316	-	Entr1	26389297
chr2	26382802	26389316	-	Entr1	26389304
chr2	26382802	26389316	-	Entr1	26389316
chr2	26382802	26389316	-	Entr1	26388694
chr2	37139322	37148585	+	Olfr364-ps1	37139327
chr2	37139322	37148585	+	Olfr364-ps1	37139322
chr2	37139322	37148585	+	Olfr364-ps1	37139375
chr8	119394878	119411102	+	Mlycd	119394878
chr7	101934111	102014964	+	Numa1	101934111
chr7	101934111	102014964	+	Numa1	101934138
chr7	101934111	102014964	+	Numa1	101969821
chr7	101934111	102014964	+	Numa1	101970180
chr7	101934111	102014964	+	Numa1	101970739
chr7	101934111	102014964	+	Numa1	102001165
chr19	10389090	10453180	+	Syt7	10389090
chr19	10389090	10453180	+	Syt7	10389431
chr19	10389090	10453180	+	Syt7	10389477
chr19	10389090	10453180	+	Syt7	10389483
chr10	80261486	80288408	+	Dazap1	80261486
chr10	80261486	80288408	+	Dazap1	80264984
chr10	80261486	80288408	+	Dazap1	80265016
chr10	80261486	80288408	+	Dazap1	80265074
chr19	23206451	23273897	-	Smc5	23273818
chr19	23206451	23273897	-	Smc5	23273897
chr19	23206451	23273897	-	Smc5	23272599
chr7	23217332	23218255	+	Vmn1r165	23217332
chr11	69796068	69801857	-	Fgf11	69801716
chr11	69796068	69801857	-	Fgf11	69801857
chr2	21205724	21215009	+	Thnsl1	21205724
chr2	21205724	21215009	+	Thnsl1	21205739
chr2	21205724	21215009	+	Thnsl1	21205787
chr2	21205724	21215009	+	Thnsl1	21205759
chr2	21205724	21215009	+	Thnsl1	21205773
chr14	46379414	46383608	+	Gm15217	46379414
chr14	46379414	46383608	+	Gm15217	46379467
chr7	23250762	23251682	-	Vmn1r166	23251682
chr7	3884242	3898120	-	Gm14548	3898120
chr12	111713261	111755053	+	Apopt1	111713261
chr12	111713261	111755053	+	Apopt1	111713280
chr12	111713261	111755053	+	Apopt1	111713286
chr7	3816781	3825687	-	Gm15448	3825650
chr7	3816781	3825687	-	Gm15448	3825687
chr7	3816781	3825687	-	Gm15448	3825669
chr7	3816781	3825687	-	Gm15448	3825641
chr7	23272801	23278900	-	Gm6902	23278900
chr7	23272801	23278900	-	Gm6902	23275243
chr3	92385685	92387324	+	Sprr2h	92385685
chr3	92385685	92387324	+	Sprr2h	92385700
chr6	70913087	70918927	-	Tex37	70918927
chrX	20687954	20699880	+	Cdk16	20687954
chrX	20687954	20699880	+	Cdk16	20688418
chrX	8874253	8880750	+	Gm5751	8874253
chr10	117069427	117148534	-	Frs2	117148510
chr13	100778650	100786570	-	Ccnb1	100786570
chr13	100778650	100786570	-	Ccnb1	100786486
chr13	100778650	100786570	-	Ccnb1	100786402
chr5	33198184	33218455	-	Spon2	33218455
chr5	33198184	33218455	-	Spon2	33218195
chr2	31470207	31520672	+	Ass1	31470207
chr10	30534225	30600749	-	Trmt11	30600749
chr2	32278816	32288075	-	Swi5	32282864
chr2	32278816	32288075	-	Swi5	32288075
chr2	32278816	32288075	-	Swi5	32288069
chr2	32278816	32288075	-	Swi5	32288068
chr6	70956531	70961066	+	Foxi3	70956531
chr6	70956531	70961066	+	Foxi3	70956606
chr3	92407991	92409271	+	Sprr2i	92407991
chr1	87147655	87156521	-	Ecel1	87156521
chr1	87147655	87156521	-	Ecel1	87156165
chr1	87147655	87156521	-	Ecel1	87155027
chr14	51114426	51117807	+	Eddm3b	51114426
chr5	53107083	53213927	-	Sel1l3	53213452
chr2	6539694	7509563	-	Celf2	7396000
chr2	6539694	7509563	-	Celf2	6884996
chr2	6539694	7509563	-	Celf2	7081302
chr2	6539694	7509563	-	Celf2	6884947
chr2	6539694	7509563	-	Celf2	6721615
chr2	6539694	7509563	-	Celf2	7081242
chr2	6539694	7509563	-	Celf2	6721928
chr2	6539694	7509563	-	Celf2	6721613
chr2	6539694	7509563	-	Celf2	6884946
chr2	6539694	7509563	-	Celf2	7395893
chr2	6539694	7509563	-	Celf2	7396198
chr2	6539694	7509563	-	Celf2	6871972
chr2	6539694	7509563	-	Celf2	7081207
chr2	6539694	7509563	-	Celf2	6722209
chr14	51123908	51132187	+	Rnase6	51123908
chr14	51123908	51132187	+	Rnase6	51128849
chr14	51123908	51132187	+	Rnase6	51129068
chr11	55204350	55236330	+	Slc36a1	55204350
chr11	55204350	55236330	+	Slc36a1	55204374
chr11	55204350	55236330	+	Slc36a1	55213795
chr11	55204350	55236330	+	Slc36a1	55204376
chr16	31933851	31946046	+	Pigz	31933851
chr16	31933851	31946046	+	Pigz	31933943
chr16	31933851	31946046	+	Pigz	31933982
chr16	31933851	31946046	+	Pigz	31941913
chr9	22002806	22014222	+	Prkcsh	22002806
chr9	22002806	22014222	+	Prkcsh	22003018
chr9	22002806	22014222	+	Prkcsh	22003066
chr9	22002806	22014222	+	Prkcsh	22003217
chr6	91684053	91759066	+	Slc6a6	91684053
chr6	91684053	91759066	+	Slc6a6	91684120
chr6	91684053	91759066	+	Slc6a6	91684128
chr6	91684053	91759066	+	Slc6a6	91701657
chr7	3711409	3720391	-	Pirb	3720382
chr3	101040232	101110278	-	Ptgfrn	101110278
chr2	119618298	119651244	+	Nusap1	119618298
chr2	119618298	119651244	+	Nusap1	119618717
chr2	11642807	11693193	+	Il2ra	11642807
chr2	11642807	11693193	+	Il2ra	11642849
chr10	81574561	81590845	+	Tle2	81574734
chr10	81574561	81590845	+	Tle2	81574739
chr10	81574561	81590845	+	Tle2	81575262
chr10	81574561	81590845	+	Tle2	81575331
chr10	81574561	81590845	+	Tle2	81575499
chr10	81574561	81590845	+	Tle2	81575532
chr10	81574561	81590845	+	Tle2	81587969
chr10	81574561	81590845	+	Tle2	81587999
chr7	13324655	13360672	+	Pla2g4c	13324655
chr7	13324655	13360672	+	Pla2g4c	13329318
chr7	13324655	13360672	+	Pla2g4c	13325667
chr2	12106632	12301922	-	Itga8	12301922
chr2	12106632	12301922	-	Itga8	12132552
chr4	51216678	51250622	+	Cylc2	51216678
chr18	31804090	31907397	+	Wdr33	31804090
chr18	31804090	31907397	+	Wdr33	31804093
chr18	31804090	31907397	+	Wdr33	31804098
chr18	31804090	31907397	+	Wdr33	31804176
chr7	109727465	109731726	-	Ascl3	109731726
chr7	26322473	26403700	-	Nlrp9c	26394238
chr7	26322473	26403700	-	Nlrp9c	26394243
chr5	135960211	135974531	-	Ssc4d	135974531
chr5	135960211	135974531	-	Ssc4d	135974497
chr5	135960211	135974531	-	Ssc4d	135962327
chr5	135960211	135974531	-	Ssc4d	135962271
chr5	135960211	135974531	-	Ssc4d	135965874
chr5	135960211	135974531	-	Ssc4d	135967920
chr5	135960211	135974531	-	Ssc4d	135974440
chr11	106036872	106059324	+	Dcaf7	106036872
chr6	124760053	124769673	-	Eno2	124769621
chr6	124760053	124769673	-	Eno2	124769673
chr6	124760053	124769673	-	Eno2	124769520
chr6	124760053	124769673	-	Eno2	124768376
chr6	124760053	124769673	-	Eno2	124769550
chr6	124760053	124769673	-	Eno2	124769486
chr10	20312469	20344613	+	Bclaf1	20312484
chr10	20312469	20344613	+	Bclaf1	20312537
chr10	20312469	20344613	+	Bclaf1	20312469
chr14	51144998	51146785	-	Rnase1	51146785
chr14	51162260	51163018	+	Rnase2b	51162260
chr6	18866318	18879586	+	Ankrd7	18866318
chr6	18866318	18879586	+	Ankrd7	18866350
chr3	88542029	88548300	-	Rab25	88548300
chr3	88542029	88548300	-	Rab25	88548249
chr2	144368983	144407676	+	Kat14	144368983
chr2	144368983	144407676	+	Kat14	144368999
chr2	144368983	144407676	+	Kat14	144402547
chr2	144368983	144407676	+	Kat14	144404078
chr11	44400063	44414033	+	Il12b	44400063
chr7	109735834	109752875	-	Tmem9b	109752279
chr7	109735834	109752875	-	Tmem9b	109752875
chr7	109735834	109752875	-	Tmem9b	109752246
chr13	25056004	25210706	+	Dcdc2a	25056004
chr13	25056004	25210706	+	Dcdc2a	25056253
chr19	42786539	43388355	-	Hpse2	43388355
chr16	34649921	34678618	+	Ropn1	34649921
chr16	34649921	34678618	+	Ropn1	34651188
chr19	12670439	12677277	+	Olfr1442	12670439
chr19	12670439	12677277	+	Olfr1442	12670456
chr19	12670439	12677277	+	Olfr1442	12670574
chr19	12670439	12677277	+	Olfr1442	12674179
chr2	32287384	32307921	+	Golga2	32287384
chr2	32287384	32307921	+	Golga2	32288253
chr2	32287384	32307921	+	Golga2	32288313
chr2	32287384	32307921	+	Golga2	32288333
chr2	32287384	32307921	+	Golga2	32288346
chr2	32287384	32307921	+	Golga2	32288351
chr2	32287384	32307921	+	Golga2	32288355
chr1	134346097	134361979	-	Tmem183a	134361979
chr1	134346097	134361979	-	Tmem183a	134361690
chr6	83768885	83775813	-	Tex261	83775813
chr12	7977648	8016835	+	Apob	7977648
chr12	7977648	8016835	+	Apob	7977779
chr12	7977648	8016835	+	Apob	8012359
chr19	12678112	12683851	+	Olfr1443	12678123
chr19	12678112	12683851	+	Olfr1443	12678166
chr19	57611034	58133343	+	Atrnl1	57611034
chr1	80501073	80758527	-	Dock10	80758448
chr1	80501073	80758527	-	Dock10	80592832
chr1	80501073	80758527	-	Dock10	80665309
chr1	80501073	80758527	-	Dock10	80530165
chr1	80501073	80758527	-	Dock10	80665275
chr1	80501073	80758527	-	Dock10	80709496
chr1	80501073	80758527	-	Dock10	80665292
chr3	32510259	32520833	+	Zfp639	32510259
chr3	32510259	32520833	+	Zfp639	32510535
chr3	32510259	32520833	+	Zfp639	32510664
chr3	32510259	32520833	+	Zfp639	32513000
chr3	32510259	32520833	+	Zfp639	32517080
chr3	32510259	32520833	+	Zfp639	32515295
chr3	104864005	104930064	+	St7l	104864503
chr3	104864005	104930064	+	St7l	104865067
chr3	104864005	104930064	+	St7l	104865080
chr3	104864005	104930064	+	St7l	104870943
chr12	113185930	113189523	+	Tmem121	113185930
chr4	81278500	81442815	-	Mpdz	81421242
chr4	81278500	81442815	-	Mpdz	81442807
chr4	81278500	81442815	-	Mpdz	81295584
chr4	81278500	81442815	-	Mpdz	81442644
chr4	81278500	81442815	-	Mpdz	81292612
chr4	81278500	81442815	-	Mpdz	81326949
chr4	81278500	81442815	-	Mpdz	81335830
chr4	81278500	81442815	-	Mpdz	81363115
chr4	81278500	81442815	-	Mpdz	81442805
chr7	3836812	3845051	-	Pira2	3845051
chr8	47533664	47552955	+	Rwdd4a	47533664
chr8	47533664	47552955	+	Rwdd4a	47533686
chr2	119609512	119618469	-	Oip5	119618469
chr13	34924409	34955875	+	4933417A18Rik	34924409
chr7	23301192	23362277	+	Nlrp4e	23301192
chr5	65199696	65260415	+	Wdr19	65199696
chr5	65199696	65260415	+	Wdr19	65199698
chr5	65199696	65260415	+	Wdr19	65256425
chr7	102014885	102018690	-	Il18bp	102018155
chr7	102014885	102018690	-	Il18bp	102018197
chr7	102014885	102018690	-	Il18bp	102018690
chr7	102014885	102018690	-	Il18bp	102018159
chr4	149586468	149648899	+	Clstn1	149586468
chr4	149586468	149648899	+	Clstn1	149586638
chr2	144368996	144373721	+	Pet117	144368996
chr14	51195324	51199148	-	Ang2	51199148
chr14	51195324	51199148	-	Ang2	51195923
chr4	123349633	123684360	-	Macf1	123369931
chr4	123349633	123684360	-	Macf1	123366449
chr4	123349633	123684360	-	Macf1	123372367
chr4	123349633	123684360	-	Macf1	123499917
chr4	123349633	123684360	-	Macf1	123544831
chr4	123349633	123684360	-	Macf1	123564694
chr4	123349633	123684360	-	Macf1	123573060
chr4	123349633	123684360	-	Macf1	123684360
chr4	123349633	123684360	-	Macf1	123390538
chr4	123349633	123684360	-	Macf1	123412228
chr4	123349633	123684360	-	Macf1	123527648
chr4	123349633	123684360	-	Macf1	123664752
chr4	123349633	123684360	-	Macf1	123613743
chr4	123349633	123684360	-	Macf1	123527459
chr2	102300119	102407828	-	Trim44	102400900
chr2	102300119	102407828	-	Trim44	102400257
chr2	102300119	102407828	-	Trim44	102407828
chr17	31286792	31350739	+	Slc37a1	31286792
chr17	31286792	31350739	+	Slc37a1	31295483
chr17	31286792	31350739	+	Slc37a1	31295826
chr17	31286792	31350739	+	Slc37a1	31296204
chr17	31286792	31350739	+	Slc37a1	31296215
chr17	31286792	31350739	+	Slc37a1	31296367
chr17	31286792	31350739	+	Slc37a1	31296990
chr17	31286792	31350739	+	Slc37a1	31319176
chr13	34946614	34963810	-	Eci3	34963810
chr13	34946614	34963810	-	Eci3	34963788
chr17	36185572	36190287	-	H2-T3	36190220
chr17	36185572	36190287	-	H2-T3	36190287
chr17	36185572	36190287	-	H2-T3	36190122
chr3	75037907	75165034	-	Zbbx	75143772
chr3	75037907	75165034	-	Zbbx	75143730
chr3	75037907	75165034	-	Zbbx	75143703
chr3	75037907	75165034	-	Zbbx	75165034
chr13	25252040	25270502	-	Nrsn1	25270082
chr13	25252040	25270502	-	Nrsn1	25262685
chr4	21931329	21996839	+	Faxc	21931331
chr16	88773179	88774206	-	2310057N15Rik	88774206
chr16	88777896	88778728	+	Gm5965	88777896
chr2	131298064	131352892	-	Rnf24	131352881
chr2	131298064	131352892	-	Rnf24	131328988
chr2	131298064	131352892	-	Rnf24	131313314
chr16	88820215	88829844	+	Krtap15	88828994
chr16	88820215	88829844	+	Krtap15	88820215
chrY	2900989	2912206	+	Gm10352	2900989
chrY	2900989	2912206	+	Gm10352	2904133
chr16	88818667	88826145	-	Krtap14	88826145
chr16	88818667	88826145	-	Krtap14	88825822
chr16	34690616	34725202	+	Ccdc14	34690732
chr16	34690616	34725202	+	Ccdc14	34690616
chr3	34650405	34652461	+	Sox2	34650405
chr16	88811440	88812220	-	Gm20741	88812220
chr6	141971845	142011414	-	Gm6614	142011414
chr6	141971845	142011414	-	Gm6614	142008745
chr16	88868917	88869411	-	Krtap19-1	88869411
chr16	88873627	88874269	-	Krtap19-2	88874269
chr11	29373658	29510808	+	Ccdc88a	29373658
chr11	29373658	29510808	+	Ccdc88a	29373777
chr11	29373658	29510808	+	Ccdc88a	29374348
chr11	29373658	29510808	+	Ccdc88a	29463888
chr11	29373658	29510808	+	Ccdc88a	29470354
chr11	29373658	29510808	+	Ccdc88a	29485979
chrY	2932582	2939416	+	Gm29289	2932582
chr2	30960627	30967933	-	Tor1a	30967933
chr16	88877513	88878038	-	Krtap19-3	88878038
chr16	88884786	88885089	-	Krtap19-4	88885089
chr2	75832177	75931350	+	Agps	75832177
chr2	75832177	75931350	+	Agps	75832189
chr2	75832177	75931350	+	Agps	75832505
chr2	75832177	75931350	+	Agps	75868383
chr6	47530139	47595341	-	Ezh2	47540735
chr6	47530139	47595341	-	Ezh2	47595030
chr6	47530139	47595341	-	Ezh2	47577660
chr6	47530139	47595341	-	Ezh2	47595341
chr7	96171246	96911093	+	Tenm4	96171246
chr7	96171246	96911093	+	Tenm4	96210154
chr7	96171246	96911093	+	Tenm4	96210637
chr7	96171246	96911093	+	Tenm4	96211671
chr7	96171246	96911093	+	Tenm4	96522398
chr7	96171246	96911093	+	Tenm4	96777934
chr16	88895968	88896457	-	Krtap19-5	88896457
chr2	37188198	37206019	+	Olfr365	37188198
chr2	37188198	37206019	+	Olfr365	37190274
chr2	37188198	37206019	+	Olfr365	37201243
chr1	131527903	131539872	+	Fam72a	131527903
chr8	80493781	80510542	+	Gypa	80493781
chr11	3288874	3309083	+	Patz1	3289281
chr11	3288874	3309083	+	Patz1	3289993
chr11	3288874	3309083	+	Patz1	3290439
chr11	3288874	3309083	+	Patz1	3290457
chr11	3288874	3309083	+	Patz1	3298284
chr16	88931804	88932265	-	Krtap19-9b	88932265
chr7	16721929	16726132	+	Ceacam9	16721929
chr7	16721929	16726132	+	Ceacam9	16721958
chr2	87800592	87804274	+	Olfr1143	87800592
chr2	87800592	87804274	+	Olfr1143	87802391
chr7	118712552	118737024	+	Ccp110	118712552
chr7	118712552	118737024	+	Ccp110	118721615
chr7	118712552	118737024	+	Ccp110	118726555
chr7	118712552	118737024	+	Ccp110	118715374
chr18	20684599	20746404	-	B4galt6	20746404
chr4	133574745	133584243	+	Gpatch3	133574745
chr13	11553102	12106945	-	Ryr2	12106945
chr13	11553102	12106945	-	Ryr2	11646608
chr13	11553102	12106945	-	Ryr2	11660235
chr5	145140362	145148078	+	Bud31	145140362
chr5	145140362	145148078	+	Bud31	145140397
chr5	145140362	145148078	+	Bud31	145140408
chr5	145140362	145148078	+	Bud31	145140415
chr10	85829494	85889096	+	Pwp1	85829494
chr10	85829494	85889096	+	Pwp1	85871831
chr19	6276725	6300096	+	Ehd1	6276725
chr17	23868056	23873114	+	Prss21	23868056
chr2	37211574	37224506	+	Olfr366	37211574
chr2	37211574	37224506	+	Olfr366	37219491
chr7	32827683	32829662	-	Scgb2b15	32829662
chr12	85272398	85288438	-	Acyp1	85280435
chr12	85272398	85288438	-	Acyp1	85280306
chr12	85272398	85288438	-	Acyp1	85288438
chr12	85272398	85288438	-	Acyp1	85280418
chr7	28543596	28547254	-	Nccrp1	28547254
chr6	82725025	82774454	-	Hk2	82774454
chr6	82725025	82774454	-	Hk2	82773363
chr6	82725025	82774454	-	Hk2	82772988
chr6	134715468	134792625	-	Dusp16	134792475
chr6	134715468	134792625	-	Dusp16	134792625
chr6	134715468	134792625	-	Dusp16	134791334
chr14	51203391	51204338	+	Ear14	51203391
chr14	51203391	51204338	+	Ear14	51203689
chr12	85274286	85299358	+	Zc2hc1c	85274286
chr12	85274286	85299358	+	Zc2hc1c	85288591
chrCHR_MG153_PATCH	4192064	4195419	+	Ppp1ca	4192064
chrCHR_MG153_PATCH	4164323	4175478	-	Carns1	4170027
chrCHR_MG153_PATCH	4164323	4175478	-	Carns1	4175478
chrCHR_MG153_PATCH	4099998	4113965	+	Pitpnm1	4099998
chrCHR_MG153_PATCH	4099998	4113965	+	Pitpnm1	4100269
chrCHR_MG153_PATCH	4099998	4113965	+	Pitpnm1	4100622
chrCHR_MG153_PATCH	4153603	4156750	+	Ptprcap	4153603
chrCHR_MG153_PATCH	4153603	4156750	+	Ptprcap	4154605
chrCHR_MG153_PATCH	4114446	4125858	-	Aip	4125858
chrCHR_MG153_PATCH	4114446	4125858	-	Aip	4121575
chrCHR_MG153_PATCH	4114446	4125858	-	Aip	4125848
chrCHR_MG153_PATCH	4125987	4131729	+	Tmem134	4125987
chrCHR_MG153_PATCH	4097182	4099019	+	Cdk2ap2	4097182
chrCHR_MG153_PATCH	4097182	4099019	+	Cdk2ap2	4097401
chrCHR_MG153_PATCH	4097182	4099019	+	Cdk2ap2	4097402
chrCHR_MG153_PATCH	4231898	4233633	+	Pold4	4231898
chrCHR_MG153_PATCH	4231898	4233633	+	Pold4	4231985
chrCHR_MG153_PATCH	4231898	4233633	+	Pold4	4232437
chrCHR_MG153_PATCH	4214237	4223489	+	Clcf1	4214237
chrCHR_MG153_PATCH	4214237	4223489	+	Clcf1	4214388
chrCHR_MG153_PATCH	4057477	4059569	-	Gstp3	4059446
chrCHR_MG153_PATCH	4057477	4059569	-	Gstp3	4059295
chrCHR_MG153_PATCH	4135422	4144032	-	Cabp4	4139608
chrCHR_MG153_PATCH	4183410	4191283	-	Tbc1d10c	4191283
chrCHR_MG153_PATCH	4183410	4191283	-	Tbc1d10c	4191046
chrCHR_MG153_PATCH	4183410	4191283	-	Tbc1d10c	4191027
chrCHR_MG153_PATCH	4153990	4163353	-	Rps6kb2	4163353
chrCHR_MG153_PATCH	4153990	4163353	-	Rps6kb2	4163284
chrCHR_MG153_PATCH	4153990	4163353	-	Rps6kb2	4163299
chrCHR_MG153_PATCH	4081578	4087340	+	Cabp2	4081578
chrCHR_MG153_PATCH	4081578	4087340	+	Cabp2	4082488
chrCHR_MG153_PATCH	4081578	4087340	+	Cabp2	4083490
chrCHR_MG153_PATCH	4081578	4087340	+	Cabp2	4083519
chrCHR_MG153_PATCH	4148618	4154034	+	Coro1b	4148618
chrCHR_MG153_PATCH	4148618	4154034	+	Coro1b	4148631
chrCHR_MG153_PATCH	4040285	4046023	-	Gstp2	4042263
chrCHR_MG153_PATCH	4040285	4046023	-	Gstp2	4046023
chrCHR_MG153_PATCH	4040285	4046023	-	Gstp2	4045992
chrCHR_MG153_PATCH	4040285	4046023	-	Gstp2	4042218
chrCHR_MG153_PATCH	4035407	4037985	-	Gstp1	4037985
chrCHR_MG153_PATCH	4035407	4037985	-	Gstp1	4037977
chrCHR_MG153_PATCH	4035407	4037985	-	Gstp1	4037925
chrCHR_MG153_PATCH	4139786	4145739	+	Gpr152	4139786
chrCHR_MG153_PATCH	4195195	4201661	-	Rad9a	4201635
chrCHR_MG153_PATCH	4195195	4201661	-	Rad9a	4201661
chrCHR_MG153_PATCH	4195195	4201661	-	Rad9a	4201626
chrCHR_MG132_PATCH	124291804	124312696	-	2010315B03Rik	124312696
chrCHR_MG132_PATCH	124291804	124312696	-	2010315B03Rik	124312642
chrCHR_MG132_PATCH	124291804	124312696	-	2010315B03Rik	124311899
chrCHR_MG132_PATCH	124291804	124312696	-	2010315B03Rik	124312671
chrCHR_MG132_PATCH	124453796	124462462	-	Ppp2r3d	124456352
chrCHR_MG132_PATCH	124453796	124462462	-	Ppp2r3d	124456316
chrCHR_MG132_PATCH	124453796	124462462	-	Ppp2r3d	124457712
chrCHR_MG132_PATCH	124453796	124462462	-	Ppp2r3d	124457714
chrCHR_MG132_PATCH	124453796	124462462	-	Ppp2r3d	124460551
