Chromosome	Start	End	Strand	Gene	Transcription_Start_Site
11	100256217	100261029	-	Krt17	100261029
7	13796246	13837409	-	Sult2a1	13837409
6	47877204	47908485	+	Zfp282	47877204
7	3289179	3331099	+	Prkcg	3303522
7	3289179	3331099	+	Prkcg	3303645
7	45825223	45830944	-	Grwd1	45830944
7	45825223	45830944	-	Grwd1	45830789
10	81396186	81455635	-	Nfic	81427187
10	81396186	81455635	-	Nfic	81427114
10	81396186	81455635	-	Nfic	81427173
10	81396186	81455635	-	Nfic	81407641
10	81396186	81455635	-	Nfic	81431005
10	81396186	81455635	-	Nfic	81455635
6	21215503	21729805	+	Kcnd2	21215503
19	12950258	12956406	+	Olfr1450	12952865
19	12950258	12956406	+	Olfr1450	12950258
19	12950258	12956406	+	Olfr1450	12953591
10	79716634	79736108	+	Hcn2	79716634
17	14057225	14059531	-	Gm7358	14059531
2	26905262	26910677	-	Med22	26910677
2	26905262	26910677	-	Med22	26910569
2	26905262	26910677	-	Med22	26910578
7	127389673	127393629	-	E430018J23Rik	127393619
7	127389673	127393629	-	E430018J23Rik	127393629
7	127389673	127393629	-	E430018J23Rik	127393620
11	54910785	54962917	-	Tnip1	54962910
11	54910785	54962917	-	Tnip1	54962912
11	54910785	54962917	-	Tnip1	54962916
11	54910785	54962917	-	Tnip1	54962917
11	54910785	54962917	-	Tnip1	54962909
11	54910785	54962917	-	Tnip1	54956122
11	54910785	54962917	-	Tnip1	54956047
17	24697949	24707660	-	Tbl3	24707660
17	24697949	24707660	-	Tbl3	24702507
7	6995300	7003091	+	Aurkc	6995300
7	6995300	7003091	+	Aurkc	6995383
7	6995300	7003091	+	Aurkc	6995385
7	6995300	7003091	+	Aurkc	6995503
7	6995300	7003091	+	Aurkc	6995669
7	45872772	45883732	+	Kdelr1	45872772
7	45872772	45883732	+	Kdelr1	45872825
7	45872772	45883732	+	Kdelr1	45873127
8	105768308	105827350	-	Ranbp10	105827350
2	66184327	66256617	-	Ttc21b	66256617
2	66184327	66256617	-	Ttc21b	66256592
17	14195052	14204304	-	Dact2	14204094
17	14195052	14204304	-	Dact2	14204304
5	33335509	33373296	+	Maea	33335509
5	33335509	33373296	+	Maea	33335561
5	33335509	33373296	+	Maea	33336185
4	34893779	34907370	+	Cga	34893779
4	34893779	34907370	+	Cga	34893788
11	100780731	100850724	-	Stat5b	100822528
11	100780731	100850724	-	Stat5b	100850724
3	68869586	68872163	+	1110032F04Rik	68869586
19	10001669	10038380	+	Rab3il1	10001669
19	10001669	10038380	+	Rab3il1	10015016
19	10001669	10038380	+	Rab3il1	10015044
19	10001669	10038380	+	Rab3il1	10018193
19	10001669	10038380	+	Rab3il1	10018194
19	10001669	10038380	+	Rab3il1	10018265
7	101576970	101585600	-	Art2b	101585600
7	101576970	101585600	-	Art2b	101581161
2	96318169	97631666	+	Lrrc4c	96318169
2	96318169	97631666	+	Lrrc4c	96318216
2	96318169	97631666	+	Lrrc4c	97467657
2	96318169	97631666	+	Lrrc4c	97468089
11	100262882	100269871	-	Krt42	100269871
4	108459426	108559421	+	Tut4	108459426
4	108459426	108559421	+	Tut4	108460010
4	108459426	108559421	+	Tut4	108479081
4	108459426	108559421	+	Tut4	108555736
1	120067377	120074074	-	Tmem37	120074074
2	86332135	86335433	-	Olfr1054	86335433
2	86332135	86335433	-	Olfr1054	86333354
4	143894237	143900380	-	Pramef6	143897981
4	143894237	143900380	-	Pramef6	143900380
2	86346624	86350284	-	Olfr1055	86350278
2	86346624	86350284	-	Olfr1055	86350284
2	86346624	86350284	-	Olfr1055	86347764
2	79255426	79333123	+	Itga4	79255500
10	52335850	52382124	-	Gopc	52349128
10	52335850	52382124	-	Gopc	52382075
10	52335850	52382124	-	Gopc	52381718
10	52335850	52382124	-	Gopc	52382124
12	105616136	105685211	-	Atg2b	105646829
12	105616136	105685211	-	Atg2b	105685211
18	60474191	60501987	-	Smim3	60501987
5	67260565	67291461	+	Tmem33	67260565
5	67260565	67291461	+	Tmem33	67260651
5	67260565	67291461	+	Tmem33	67260696
5	67260565	67291461	+	Tmem33	67260697
5	67260565	67291461	+	Tmem33	67260805
1	120113280	120121078	-	Dbi	120121078
1	120113280	120121078	-	Dbi	120120138
1	120113280	120121078	-	Dbi	120120937
16	21204755	21223305	+	Ephb3	21204755
16	21204755	21223305	+	Ephb3	21210524
16	21204755	21223305	+	Ephb3	21211095
16	21204755	21223305	+	Ephb3	21212417
18	3122492	3123412	-	Vmn1r238	3123412
7	127403668	127406822	-	Zfp764	127406822
7	45831883	45878378	-	Grin2d	45867129
7	45831883	45878378	-	Grin2d	45870429
7	45831883	45878378	-	Grin2d	45878378
5	130217081	130243765	+	Tmem248	130217081
5	130217081	130243765	+	Tmem248	130219744
5	130217081	130243765	+	Tmem248	130219840
5	130217081	130243765	+	Tmem248	130222335
7	13130904	13140157	-	Vmn1r87	13140157
7	13130904	13140157	-	Vmn1r87	13132358
10	19712570	19760053	+	Il20ra	19712570
11	3639785	3649673	-	Tug1	3649673
17	23455173	23479699	-	Vmn2r117	23479699
4	127169204	127237022	+	Dlgap3	127169204
4	127169204	127237022	+	Dlgap3	127194613
4	127169204	127237022	+	Dlgap3	127172880
10	18011260	18023288	-	Abracl	18023288
10	18011260	18023288	-	Abracl	18023218
10	18011260	18023288	-	Abracl	18022878
10	18011260	18023288	-	Abracl	18023090
11	5054132	5065327	-	Gas2l1	5065327
11	5054132	5065327	-	Gas2l1	5065277
11	5054132	5065327	-	Gas2l1	5065300
11	5054132	5065327	-	Gas2l1	5065278
Y	87116821	87142917	+	Gm21477	87116821
Y	87116821	87142917	+	Gm21477	87118255
19	12995014	13000417	+	Olfr1451	12995014
19	12995014	13000417	+	Olfr1451	12998988
11	49846751	49886421	+	Mapk9	49846753
11	49846751	49886421	+	Mapk9	49854213
11	49846751	49886421	+	Mapk9	49854257
11	49846751	49886421	+	Mapk9	49846751
7	108346035	108346979	-	Olfr493	108346979
11	3649191	3690477	+	Morc2a	3649191
11	3649191	3690477	+	Morc2a	3649759
11	3649191	3690477	+	Morc2a	3649494
7	108365335	108368436	+	Olfr494	108365335
7	108365335	108368436	+	Olfr494	108367490
6	47920476	47932639	+	Zfp212	47920476
18	21127201	21300138	-	Garem1	21300138
18	21127201	21300138	-	Garem1	21300123
10	3366057	3464975	+	Ppp1r14c	3366057
10	3366057	3464975	+	Ppp1r14c	3366544
1	91179822	91225196	+	Ramp1	91179822
1	91179822	91225196	+	Ramp1	91180042
1	91179822	91225196	+	Ramp1	91180046
1	87476834	87573870	-	Ngef	87510362
1	87476834	87573870	-	Ngef	87573870
1	87476834	87573870	-	Ngef	87486177
1	79606876	79671972	-	Ap1s3	79671972
17	25727670	25731464	+	Rpusd1	25727670
17	25727670	25731464	+	Rpusd1	25727717
16	4639941	4650802	+	Vasn	4639941
13	65150240	65156152	+	Olfr466	65150240
13	65150240	65156152	+	Olfr466	65152226
7	13159568	13185864	+	Vmn1r88	13159568
7	13159568	13185864	+	Vmn1r88	13177719
5	24438440	24445287	-	Fastk	24445194
5	24438440	24445287	-	Fastk	24445287
5	24438440	24445287	-	Fastk	24445208
7	26757142	26772630	+	Cyp2b19	26757142
4	155869546	155889103	+	Ints11	155869546
2	43555329	43682715	+	Kynu	43555329
2	43555329	43682715	+	Kynu	43555342
2	43555329	43682715	+	Kynu	43555354
11	69655314	69656727	+	Sox15	69655314
5	3543833	3570238	+	Fam133b	3543833
5	3543833	3570238	+	Fam133b	3543838
13	43784775	43803132	+	Cd83	43784775
13	67288138	67306485	-	Zfp457	67291634
13	67288138	67306485	-	Zfp457	67294221
13	67288138	67306485	-	Zfp457	67306412
15	11064790	11349231	+	Adamts12	11064809
11	69656697	69662642	-	Mpdu1	69662642
11	69656697	69662642	-	Mpdu1	69662564
11	69656697	69662642	-	Mpdu1	69662587
Y	75715322	75741549	+	Gm20850	75715322
11	6415443	6419817	+	Ppia	6415443
11	6415443	6419817	+	Ppia	6416312
12	105684829	105703023	+	Gskip	105684829
12	105684829	105703023	+	Gskip	105685384
8	27260329	27276674	+	Eif4ebp1	27260329
2	86354398	86362469	-	Olfr1056	86362469
2	86354398	86362469	-	Olfr1056	86356437
7	13213020	13220657	+	Vmn1r89	13213020
7	13213020	13220657	+	Vmn1r89	13219339
7	127418967	127422068	-	Zfp688	127422034
7	127418967	127422068	-	Zfp688	127421850
2	90429754	90580647	-	Ptprj	90479170
2	90429754	90580647	-	Ptprj	90471336
2	90429754	90580647	-	Ptprj	90580647
19	13027404	13028327	-	Olfr1453	13028327
4	88396144	88438928	-	Hacd4	88438915
4	88396144	88438928	-	Hacd4	88438928
4	88396144	88438928	-	Hacd4	88438926
8	95835920	95853539	-	Slc38a7	95853539
8	95835920	95853539	-	Slc38a7	95853522
4	33062999	33095865	+	Gabrr2	33062999
4	33062999	33095865	+	Gabrr2	33078796
4	33062999	33095865	+	Gabrr2	33081505
4	33062999	33095865	+	Gabrr2	33063112
1	72583251	72633134	+	Smarcal1	72583251
1	72583251	72633134	+	Smarcal1	72583615
1	21398403	21961942	-	Kcnq5	21961581
1	21398403	21961942	-	Kcnq5	21961942
19	13060610	13067157	+	Olfr1454	13060679
19	13060610	13067157	+	Olfr1454	13060610
19	13060610	13067157	+	Olfr1454	13060631
19	13060610	13067157	+	Olfr1454	13063413
3	30899371	30969415	-	Phc3	30969401
3	30899371	30969415	-	Phc3	30969405
3	30899371	30969415	-	Phc3	30969399
3	30899371	30969415	-	Phc3	30969415
10	120227070	120232582	+	Llph	120227070
10	120227070	120232582	+	Llph	120227186
7	126445858	126463108	-	Atp2a1	126463108
7	126445858	126463108	-	Atp2a1	126447645
8	27344394	27349188	+	Tex24	27344394
8	69702656	69716983	-	Zfp869	69716837
8	69702656	69716983	-	Zfp869	69708426
8	69702656	69716983	-	Zfp869	69716824
8	69702656	69716983	-	Zfp869	69716902
8	69702656	69716983	-	Zfp869	69716948
8	69702656	69716983	-	Zfp869	69716900
8	69702656	69716983	-	Zfp869	69716486
8	69702656	69716983	-	Zfp869	69716463
8	69702656	69716983	-	Zfp869	69710724
7	108393167	108397513	+	Olfr495	108393167
7	108393167	108397513	+	Olfr495	108394831
7	67513410	67645268	-	Lrrc28	67645231
7	67513410	67645268	-	Lrrc28	67645204
7	67513410	67645268	-	Lrrc28	67645207
7	67513410	67645268	-	Lrrc28	67645268
18	48045335	48048412	+	Eno1b	48045335
18	48045335	48048412	+	Eno1b	48046647
11	53259814	53300457	-	Hspa4	53300457
10	127849928	127861176	+	Rdh19	127849928
2	3114224	3227806	+	Fam171a1	3114224
2	3114224	3227806	+	Fam171a1	3118382
2	3114224	3227806	+	Fam171a1	3118413
2	3114224	3227806	+	Fam171a1	3118685
19	5849702	5875274	-	Frmd8	5875274
19	5849702	5875274	-	Frmd8	5875239
2	72285637	72442610	+	Map3k20	72285637
2	72285637	72442610	+	Map3k20	72285728
2	72285637	72442610	+	Map3k20	72297901
5	124463265	124478366	-	Rilpl2	124478366
2	79452521	79456751	-	Neurod1	79456751
7	140763739	140774987	+	Cyp2e1	140763739
7	140763739	140774987	+	Cyp2e1	140763819
7	140763739	140774987	+	Cyp2e1	140763845
7	141788972	141819231	+	Muc5ac	141788972
7	141788972	141819231	+	Muc5ac	141789011
10	33919142	33951269	-	Zup1	33951259
10	33919142	33951269	-	Zup1	33951195
10	33919142	33951269	-	Zup1	33951222
10	33919142	33951269	-	Zup1	33951225
10	33919142	33951269	-	Zup1	33951235
15	40655035	41104592	+	Zfpm2	40655035
15	40655035	41104592	+	Zfpm2	40664990
7	26808892	26821205	+	Cyp2g1	26808892
2	79330543	79456785	-	Cerkl	79338603
2	79330543	79456785	-	Cerkl	79428891
1	136181652	136212828	-	Mroh3	136212828
7	43430088	43435996	+	Lim2	43430088
2	17343909	17731464	-	Nebl	17731043
2	17343909	17731464	-	Nebl	17460932
2	17343909	17731464	-	Nebl	17529980
2	17343909	17731464	-	Nebl	17462787
2	17343909	17731464	-	Nebl	17462789
2	17343909	17731464	-	Nebl	17460621
2	17343909	17731464	-	Nebl	17391008
11	5058128	5060385	+	Rasl10a	5058128
4	88094629	88411011	+	Focad	88121299
4	88094629	88411011	+	Focad	88094630
4	88094629	88411011	+	Focad	88400565
X	20105754	20291807	-	Slc9a7	20162200
X	20105754	20291807	-	Slc9a7	20291807
X	20105754	20291807	-	Slc9a7	20291770
5	137350109	137378669	+	Ephb4	137350109
5	137350109	137378669	+	Ephb4	137350172
5	137350109	137378669	+	Ephb4	137350513
5	137350109	137378669	+	Ephb4	137350430
7	43427686	43428832	+	Gm38999	43427686
11	115497353	115514387	-	Jpt1	115514387
1	75479310	75506452	-	Obsl1	75506361
1	75479310	75506452	-	Obsl1	75505641
1	75479310	75506452	-	Obsl1	75493067
16	56032609	56037819	-	Trmt10c	56037819
13	62864753	62888282	-	Fbp1	62888282
13	62864753	62888282	-	Fbp1	62872758
2	91202885	91214098	+	Acp2	91202885
2	91202885	91214098	+	Acp2	91202909
2	91202885	91214098	+	Acp2	91202924
2	91202885	91214098	+	Acp2	91202912
16	93919031	94008837	-	Cldn14	94008837
16	93919031	94008837	-	Cldn14	93929567
16	93919031	94008837	-	Cldn14	93929817
7	126428759	126449245	+	Rabep2	126429066
7	126428759	126449245	+	Rabep2	126429440
19	4886878	4906628	-	Bbs1	4906628
19	4886878	4906628	-	Bbs1	4906620
2	26243469	26294557	-	Ccdc187	26294438
2	26243469	26294557	-	Ccdc187	26294557
4	155887879	155891781	-	Pusl1	155891781
1	87509889	87597845	+	Neu2	87509889
1	87509889	87597845	+	Neu2	87574027
1	87509889	87597845	+	Neu2	87574046
1	87509889	87597845	+	Neu2	87584037
1	87509889	87597845	+	Neu2	87594550
18	76241580	76310963	+	Smad2	76241580
18	76241580	76310963	+	Smad2	76241701
18	76241580	76310963	+	Smad2	76242046
18	76241580	76310963	+	Smad2	76242174
18	76241580	76310963	+	Smad2	76261121
18	76241580	76310963	+	Smad2	76262492
2	69789623	69800005	+	Phospho2	69789623
2	69789623	69800005	+	Phospho2	69789636
2	69789623	69800005	+	Phospho2	69789650
2	69789623	69800005	+	Phospho2	69790972
5	8072352	8368160	-	Adam22	8367982
5	8072352	8368160	-	Adam22	8121095
5	8072352	8368160	-	Adam22	8116605
5	8072352	8368160	-	Adam22	8368077
5	8072352	8368160	-	Adam22	8368081
7	13909676	13989607	-	Sult2a4	13989607
7	13909676	13989607	-	Sult2a4	13989588
14	27114899	27403911	+	Arhgef3	27114899
14	27114899	27403911	+	Arhgef3	27238039
14	27114899	27403911	+	Arhgef3	27336066
1	133619940	133661318	-	Gm38394	133661318
16	87354185	87368742	+	N6amt1	87354185
16	87354185	87368742	+	N6amt1	87354227
16	87354185	87368742	+	N6amt1	87354243
16	87354185	87368742	+	N6amt1	87354245
14	34310727	34345265	+	Glud1	34310727
14	34310727	34345265	+	Glud1	34334266
7	15970672	16047921	-	Bicra	16047921
7	15970672	16047921	-	Bicra	15999495
X	38038199	38043114	-	Btg1c	38043114
10	52388972	52404625	+	Nepn	52388972
10	52388972	52404625	+	Nepn	52391608
4	115088708	115093899	+	Pdzk1ip1	115088723
4	115088708	115093899	+	Pdzk1ip1	115088708
10	19847916	19851459	-	Slc35d3	19851459
9	39667205	39670783	+	Olfr963	39667205
9	39667205	39670783	+	Olfr963	39669059
4	109451098	109484728	-	Rnf11	109476675
4	109451098	109484728	-	Rnf11	109476983
4	109451098	109484728	-	Rnf11	109484728
9	36821864	36878924	+	Fez1	36821864
9	36821864	36878924	+	Fez1	36832684
9	36821864	36878924	+	Fez1	36832764
9	36821864	36878924	+	Fez1	36833635
9	36821864	36878924	+	Fez1	36868878
9	36821864	36878924	+	Fez1	36870503
9	36821864	36878924	+	Fez1	36843659
12	84970897	84983303	+	Fcf1	84970897
12	84970897	84983303	+	Fcf1	84970981
10	3540240	3554877	+	Iyd	3540240
9	21799860	21852635	-	Dock6	21852635
9	21799860	21852635	-	Dock6	21833627
7	14067446	14123044	-	Sult2a3	14123044
19	13093379	13097891	-	Olfr1457	13097571
19	13093379	13097891	-	Olfr1457	13097891
19	13093379	13097891	-	Olfr1457	13097812
19	13093379	13097891	-	Olfr1457	13095646
4	115884400	115889526	+	Kncn	115884400
17	23556767	23564238	-	Zfp213	23564238
19	13101593	13106775	-	Olfr1458	13106775
19	13101593	13106775	-	Olfr1458	13103284
2	119112793	119147445	+	Rad51	119112793
2	119112793	119147445	+	Rad51	119112807
2	119112793	119147445	+	Rad51	119123803
4	3167320	3173006	+	Vmn1r2	3167320
4	3167320	3173006	+	Vmn1r2	3172083
11	120672973	120709447	+	Aspscr1	120672992
11	120672973	120709447	+	Aspscr1	120673064
11	120672973	120709447	+	Aspscr1	120673083
11	120672973	120709447	+	Aspscr1	120673359
11	120672973	120709447	+	Aspscr1	120673374
11	120672973	120709447	+	Aspscr1	120673392
11	120672973	120709447	+	Aspscr1	120673404
11	120672973	120709447	+	Aspscr1	120676661
11	120672973	120709447	+	Aspscr1	120677226
11	120672973	120709447	+	Aspscr1	120677339
11	120672973	120709447	+	Aspscr1	120686693
11	120672973	120709447	+	Aspscr1	120689310
11	120672973	120709447	+	Aspscr1	120673056
4	3184348	3185358	-	Vmn1r3	3185358
18	21550377	21654718	-	Klhl14	21654718
18	21550377	21654718	-	Klhl14	21652368
4	115890665	115899227	+	6430628N08Rik	115890665
4	115890665	115899227	+	6430628N08Rik	115890666
1	133619862	133661380	-	Zc3h11a	133661318
1	133619862	133661380	-	Zc3h11a	133639170
1	133619862	133661380	-	Zc3h11a	133661378
1	133619862	133661380	-	Zc3h11a	133661358
1	133619862	133661380	-	Zc3h11a	133661282
1	133619862	133661380	-	Zc3h11a	133661296
4	62509169	62519918	-	Alad	62519894
4	62509169	62519918	-	Alad	62519918
16	19284104	19314064	-	Olfr164	19314064
16	19284104	19314064	-	Olfr164	19286837
17	23550965	23555704	-	Casp16	23553488
7	127989708	127993867	-	Pycard	127993867
7	127989708	127993867	-	Pycard	127993527
3	89164795	89176921	+	Clk2	89164795
3	89164795	89176921	+	Clk2	89164817
3	89164795	89176921	+	Clk2	89164818
3	89164795	89176921	+	Clk2	89164819
3	89164795	89176921	+	Clk2	89164840
12	41451668	41486431	-	Lrrn3	41486431
8	3515384	3544267	+	Pnpla6	3515384
8	3515384	3544267	+	Pnpla6	3515391
8	3515384	3544267	+	Pnpla6	3515411
8	3515384	3544267	+	Pnpla6	3515425
8	3515384	3544267	+	Pnpla6	3515637
8	3515384	3544267	+	Pnpla6	3516661
8	3515384	3544267	+	Pnpla6	3516874
8	3515384	3544267	+	Pnpla6	3536555
8	3515384	3544267	+	Pnpla6	3538036
11	78290841	78296805	+	Rskr	78290841
11	78290841	78296805	+	Rskr	78290867
9	27790775	28925410	+	Opcml	27790947
9	27790775	28925410	+	Opcml	28403797
12	84918148	84970900	-	Arel1	84970900
12	84918148	84970900	-	Arel1	84946923
12	84918148	84970900	-	Arel1	84945398
12	84918148	84970900	-	Arel1	84970856
12	84918148	84970900	-	Arel1	84970838
Y	87550966	87575691	+	Gm20906	87550966
12	41024090	41955588	+	Immp2l	41024090
12	41024090	41955588	+	Immp2l	41024329
12	41024090	41955588	+	Immp2l	41068312
16	36792884	36875003	-	Eaf2	36874826
16	36792884	36875003	-	Eaf2	36828261
16	36792884	36875003	-	Eaf2	36828227
16	36792884	36875003	-	Eaf2	36808705
14	50278473	50284206	-	Olfr732	50284206
14	50278473	50284206	-	Olfr732	50282271
12	87021340	87090043	+	Tmem63c	87026292
12	87021340	87090043	+	Tmem63c	87038439
12	87021340	87090043	+	Tmem63c	87026616
12	87021340	87090043	+	Tmem63c	87026564
5	137953461	137963098	-	Gjc3	137963098
4	35152056	35154005	+	Ifnk	35152056
14	50295891	50301522	-	Olfr733	50301522
14	50295891	50301522	-	Olfr733	50299330
4	34949074	35157484	-	Mob3b	35157484
X	38066475	38071691	+	Rhox10	38066475
1	91250304	91290337	+	Ube2f	91250311
1	91250304	91290337	+	Ube2f	91250337
1	91250304	91290337	+	Ube2f	91250365
1	91250304	91290337	+	Ube2f	91250566
1	91250304	91290337	+	Ube2f	91250656
1	91250304	91290337	+	Ube2f	91250319
7	128003949	128011033	+	Trim72	128003949
7	128003949	128011033	+	Trim72	128004378
15	6445327	6498751	+	C9	6445327
15	6445327	6498751	+	C9	6489918
15	6445327	6498751	+	C9	6445333
6	124720707	124738714	-	Ptpn6	124733154
6	124720707	124738714	-	Ptpn6	124738625
6	124720707	124738714	-	Ptpn6	124738714
6	124720707	124738714	-	Ptpn6	124721842
6	124720707	124738714	-	Ptpn6	124738584
6	124720707	124738714	-	Ptpn6	124727461
6	124720707	124738714	-	Ptpn6	124727411
6	124720707	124738714	-	Ptpn6	124733082
7	45470987	45488805	-	Dhdh	45488805
13	83504034	83667080	+	Mef2c	83504034
13	83504034	83667080	+	Mef2c	83504206
13	83504034	83667080	+	Mef2c	83504240
13	83504034	83667080	+	Mef2c	83523473
13	83504034	83667080	+	Mef2c	83524291
13	83504034	83667080	+	Mef2c	83524535
13	83504034	83667080	+	Mef2c	83524613
13	83504034	83667080	+	Mef2c	83524854
13	83504034	83667080	+	Mef2c	83524855
13	83504034	83667080	+	Mef2c	83524861
13	83504034	83667080	+	Mef2c	83524866
13	83504034	83667080	+	Mef2c	83524891
13	83504034	83667080	+	Mef2c	83530138
13	83504034	83667080	+	Mef2c	83572348
13	83504034	83667080	+	Mef2c	83572381
13	83504034	83667080	+	Mef2c	83573607
13	83504034	83667080	+	Mef2c	83573622
13	83504034	83667080	+	Mef2c	83573625
13	83504034	83667080	+	Mef2c	83575145
13	83504034	83667080	+	Mef2c	83575210
13	83504034	83667080	+	Mef2c	83575677
13	83504034	83667080	+	Mef2c	83625603
13	83504034	83667080	+	Mef2c	83652888
15	75862327	75867408	+	Gsdmd	75862327
15	75862327	75867408	+	Gsdmd	75862339
15	75862327	75867408	+	Gsdmd	75862379
10	128557766	128565987	-	Pa2g4	128565934
10	128557766	128565987	-	Pa2g4	128565987
14	50316506	50326761	-	Olfr734	50326761
14	50316506	50326761	-	Olfr734	50320868
19	13138021	13149549	-	Olfr1459	13149532
19	13138021	13149549	-	Olfr1459	13146743
6	29396309	29426994	+	Ccdc136	29396630
6	29396309	29426994	+	Ccdc136	29396643
6	29396309	29426994	+	Ccdc136	29398926
6	29396309	29426994	+	Ccdc136	29402869
6	29396309	29426994	+	Ccdc136	29410105
6	29396309	29426994	+	Ccdc136	29396685
18	10566507	10610352	-	Esco1	10610352
18	10566507	10610352	-	Esco1	10610129
18	10566507	10610352	-	Esco1	10610109
16	19406244	19423134	-	Olfr165	19423134
16	19406244	19423134	-	Olfr165	19408078
6	42756404	42763231	+	Olfr38	42756404
6	42756404	42763231	+	Olfr38	42762054
X	38076594	38085141	-	Rhox11	38085141
12	119945822	120021246	+	Tmem196	119945957
12	119945822	120021246	+	Tmem196	119946410
12	119945822	120021246	+	Tmem196	119946558
12	119945822	120021246	+	Tmem196	119946570
4	44981395	44990734	+	Grhpr	44981395
4	44981395	44990734	+	Grhpr	44981403
4	44981395	44990734	+	Grhpr	44981432
7	103154792	103156356	-	Olfr589	103156356
7	103154792	103156356	-	Olfr589	103155745
7	45461697	45466898	-	Bax	45466836
7	45461697	45466898	-	Bax	45466898
7	45461697	45466898	-	Bax	45466831
7	45461697	45466898	-	Bax	45466775
7	45461697	45466898	-	Bax	45466778
2	91211572	91236982	-	Ddb2	91236885
2	91211572	91236982	-	Ddb2	91236982
16	19483694	19489882	+	Olfr166	19483694
16	19483694	19489882	+	Olfr166	19486793
9	6928503	7184446	-	Dync2h1	7184446
9	6928503	7184446	-	Dync2h1	7176957
9	6928503	7184446	-	Dync2h1	7117588
9	6928503	7184446	-	Dync2h1	7176965
9	6928503	7184446	-	Dync2h1	7177046
11	44617317	45008091	+	Ebf1	44617317
